,marca,modelo,anio,carroceria,traccion,combustible,transmision,asientos,color,kilometraje,verificacion,precio
3488,isuzu,isuzu,1993-01-01,pickup,4x2,gasolina,manual,tela,negro,0,,4500
3489,volkswagen,tiguan,2013-01-01,suv,4x2,gasolina,automatica,cuero,negro,85776,,6500
3490,chevrolet,traverse,2022-01-01,suv,4x2,gasolina,automatica,cuero,gris,37000,,43000
3491,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,71000,,7500
3492,jeep,grand cherokee laredo,2020-01-01,suv,4x4,gasolina,automatica,cuero,sting grey,37000,,45000
3493,hyundai,tucson,2010-01-01,suv,4x2,gasolina,automatica,tela,plateado,215000,,4500
3494,mazda,cx-9,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,94918,,12000
3495,ford,ford edge sel,2013-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,108000,,7900
3496,mazda,cx-5,2020-01-01,coupe,4x4,gasolina,automatica,tela,negro,29000,,20000
3497,jeep,wrangler,2024-01-01,suv,4x4,gasolina,automatica,tela,gris,14000,,59995
3498,audi,q3,2016-01-01,suv,4x2,gasolina,automatica,cuero,gris,128000,,8999
3499,land rover,range rover evoque,2012-01-01,suv,4x2,gasolina,automatica,cuero,roja,110000,,11600
3500,hyundai,tucson,2022-01-01,suv,4x2,gasolina,automatica,tela,chocolate,69900,,20899
3501,volkswagen,tiguan,2020-01-01,suv,4x2,gasolina,automatica,tela,gris plata,50000,,16499
3502,kia,rio,2023-01-01,sedan,4x2,gasolina,automatica,tela,blanco,58000,,13599
3503,toyota,4runner,2004-01-01,suv,4x4,gasolina,automatica,cuero,negro,250000,,9000
3504,audi,q5,2015-01-01,suv,4x4,gasolina,automatica,cuero,blanco,74,,13000
3505,nissan,kicks,2018-01-01,suv,4x2,gasolina,automatica,cuero,azul,71000,,15000
3506,subaru,wrx,2018-01-01,sedan,4x4,gasolina,manual,tela,blanco,65000,,19000
3507,toyota,prado txl,2014-01-01,suv,4x4,gasolina,automatica,tela,gris,140000,,24900
3508,mitsubishi,outlander sport,2015-01-01,suv,4x4,gasolina,automatica,cuero,rojo,68750,,13900
3509,mitsubishi,montero sport,2017-01-01,suv,4x4,diesel,automatica,cuero,negro,129000,,26900
3510,chevrolet,equinox ev,2020-01-01,suv,4x2,gasolina,automatica,5,gris,15000,,15900
3511,maserati,levante s,2022-01-01,suv,4x4,gasolina,automatica,cuero,grigio,14430,,86250
3512,toyota,hilux,2019-01-01,pickup,4x4,diesel,automatica,tela,gris,83000,,34995
3513,ford,f-150 raptor,2014-01-01,pickup,4x4,gasolina,automatica,cuero,negro,74000,,33500
3514,ford,f150 lariat,2017-01-01,pickup,4x4,gasolina,automatica,cuero,gris,98000,,33000
3515,bmw,640,2013-01-01,sedan,4x2,gasolina,automatica,cuero,negro,100000,,9700
3516,kia,rio,2014-01-01,hatchback,4x2,gasolina,automatica,tela,azul,80500,,7000
3517,hyundai,eon,2014-01-01,hatchback,4x2,gasolina,manual,cuero,azul electrico,139000,,3200
3518,toyota,yaris s,2020-01-01,hatchback,4x2,gasolina,automatica,tela,blanco perla,101244,,11000
3519,acura,mdx,2022-01-01,suv,4x2,gasolina,automatica,cuero,gris,33000,,49995
3520,hyundai,tucson,2016-01-01,suv,4x2,gasolina,automatica,tela,plateado,114203,,10900
3521,mitsubishi,asx,2013-01-01,suv,4x4,gasolina,automatica,tela,negro,152000,,7700
3522,suzuki,vitara,2015-01-01,suv,4x2,gasolina,automatica,tela,blanco,119000,,8540
3523,ford,figo,2020-01-01,sedan,4x2,gasolina,automatica,tela,negro,53000,,6800
3524,nissan,x-trail,2021-01-01,suv,4x4,gasolina,automatica,cuero,naranja,80000,,23500
3525,acura,,2019-01-01,suv,4x4,gasolina,automatica,cuero rojo con negro,blanco,68000,,33550
3526,audi,q3 sportback,2014-01-01,suv,4x2,gasolina,automatica,cuero,blanco,107821,,8500
3527,ford,ranger xl,2016-01-01,pickup,4x4,diesel,manual,tela,black,170000,,14750
3528,ford,bronco sport,2023-01-01,suv,4x4,gasolina,automatica,tela,nardo gray,19000,,44995
3529,toyota,corolla se,2022-01-01,sedan,4x2,gasolina,automatica,tela,negro,35,,24995
3530,mahindra,pick up 2.5,2016-01-01,pickup,4x4,diesel,manual,tela,blanco,57640,,10500
3531,honda,crv,2019-01-01,suv,4x4,gasolina,automatica,asientos de tela,negro,115000,,19990
3532,hyundai,creta,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,87500,,9250
3533,geely,coolray,2023-01-01,suv,4x2,gasolina,automatica,cuero,gris,27000,,18700
3534,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,20000
3535,peugeot,301,2015-01-01,sedan,4x2,gasolina,automatica,cuero,blanco,122000,,6500
3536,acura,ilx,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,45000,,13450
3537,toyota,rav 4,2017-01-01,suv,4x2,gasolina,automatica,tela,gris raton,49000,,20000
3538,isuzu,isuzu,1993-01-01,pickup,4x2,gasolina,manual,tela,negro,0,,4500
3539,volkswagen,tiguan,2013-01-01,suv,4x2,gasolina,automatica,cuero,negro,85776,,6500
3540,chevrolet,traverse,2022-01-01,suv,4x2,gasolina,automatica,cuero,gris,37000,,43000
3541,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,71000,,7500
3542,jeep,grand cherokee laredo,2020-01-01,suv,4x4,gasolina,automatica,cuero,sting grey,37000,,45000
3543,hyundai,tucson,2010-01-01,suv,4x2,gasolina,automatica,tela,plateado,215000,,4500
3544,mazda,cx-9,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,94918,,12000
3545,ford,ford edge sel,2013-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,108000,,7900
3546,mazda,cx-5,2020-01-01,coupe,4x4,gasolina,automatica,tela,negro,29000,,20000
3547,jeep,wrangler,2024-01-01,suv,4x4,gasolina,automatica,tela,gris,14000,,59995
3548,audi,q3,2016-01-01,suv,4x2,gasolina,automatica,cuero,gris,128000,,8999
3549,land rover,range rover evoque,2012-01-01,suv,4x2,gasolina,automatica,cuero,roja,110000,,11600
3550,hyundai,tucson,2022-01-01,suv,4x2,gasolina,automatica,tela,chocolate,69900,,20899
3551,volkswagen,tiguan,2020-01-01,suv,4x2,gasolina,automatica,tela,gris plata,50000,,16499
3552,kia,rio,2023-01-01,sedan,4x2,gasolina,automatica,tela,blanco,58000,,13599
3553,toyota,4runner,2004-01-01,suv,4x4,gasolina,automatica,cuero,negro,250000,,9000
3554,audi,q5,2015-01-01,suv,4x4,gasolina,automatica,cuero,blanco,74,,13000
3555,nissan,kicks,2018-01-01,suv,4x2,gasolina,automatica,cuero,azul,71000,,15000
3556,subaru,wrx,2018-01-01,sedan,4x4,gasolina,manual,tela,blanco,65000,,19000
3557,toyota,prado txl,2014-01-01,suv,4x4,gasolina,automatica,tela,gris,140000,,24900
3558,mitsubishi,outlander sport,2015-01-01,suv,4x4,gasolina,automatica,cuero,rojo,68750,,13900
3559,mitsubishi,montero sport,2017-01-01,suv,4x4,diesel,automatica,cuero,negro,129000,,26900
3560,chevrolet,equinox ev,2020-01-01,suv,4x2,gasolina,automatica,5,gris,15000,,15900
3561,ford,ranger wildtrak,2019-01-01,pickup,4x4,diesel,automatica,cuero,blanco,2900,,36900
3562,maserati,levante s,2022-01-01,suv,4x4,gasolina,automatica,cuero,grigio,14430,,86250
3563,toyota,hilux,2019-01-01,pickup,4x4,diesel,automatica,tela,gris,83000,,34995
3564,ford,f-150 raptor,2014-01-01,pickup,4x4,gasolina,automatica,cuero,negro,74000,,33500
3565,ford,f150 lariat,2017-01-01,pickup,4x4,gasolina,automatica,cuero,gris,98000,,33000
3566,bmw,640,2013-01-01,sedan,4x2,gasolina,automatica,cuero,negro,100000,,9700
3567,kia,rio,2014-01-01,hatchback,4x2,gasolina,automatica,tela,azul,80500,,7000
3568,hyundai,eon,2014-01-01,hatchback,4x2,gasolina,manual,cuero,azul electrico,139000,,3200
3569,toyota,yaris s,2020-01-01,hatchback,4x2,gasolina,automatica,tela,blanco perla,101244,,11000
3570,acura,mdx,2022-01-01,suv,4x2,gasolina,automatica,cuero,gris,33000,,49995
3571,hyundai,tucson,2016-01-01,suv,4x2,gasolina,automatica,tela,plateado,114203,,10900
3572,mitsubishi,asx,2013-01-01,suv,4x4,gasolina,automatica,tela,negro,152000,,7700
3573,suzuki,vitara,2015-01-01,suv,4x2,gasolina,automatica,tela,blanco,119000,,8540
3574,ford,figo,2020-01-01,sedan,4x2,gasolina,automatica,tela,negro,53000,,6800
3575,nissan,x-trail,2021-01-01,suv,4x4,gasolina,automatica,cuero,naranja,80000,,23500
3576,acura,,2019-01-01,suv,4x4,gasolina,automatica,cuero rojo con negro,blanco,68000,,33550
3577,audi,q3 sportback,2014-01-01,suv,4x2,gasolina,automatica,cuero,blanco,107821,,8500
3578,ford,ranger xl,2016-01-01,pickup,4x4,diesel,manual,tela,black,170000,,14750
3579,ford,bronco sport,2023-01-01,suv,4x4,gasolina,automatica,tela,nardo gray,19000,,44995
3580,toyota,corolla se,2022-01-01,sedan,4x2,gasolina,automatica,tela,negro,35,,24995
3581,mahindra,pick up 2.5,2016-01-01,pickup,4x4,diesel,manual,tela,blanco,57640,,10500
3582,honda,crv,2019-01-01,suv,4x4,gasolina,automatica,asientos de tela,negro,115000,,19990
3583,hyundai,creta,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,87500,,9250
3584,geely,coolray,2023-01-01,suv,4x2,gasolina,automatica,cuero,gris,27000,,18700
3585,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,20000
3586,peugeot,301,2015-01-01,sedan,4x2,gasolina,automatica,cuero,blanco,122000,,6500
3587,acura,ilx,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,45000,,13450
3588,toyota,rav 4,2017-01-01,suv,4x2,gasolina,automatica,tela,gris raton,49000,,20000
3589,isuzu,isuzu,1993-01-01,pickup,4x2,gasolina,manual,tela,negro,0,,4500
3590,volkswagen,tiguan,2013-01-01,suv,4x2,gasolina,automatica,cuero,negro,85776,,6500
3591,chevrolet,traverse,2022-01-01,suv,4x2,gasolina,automatica,cuero,gris,37000,,43000
3592,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,71000,,7500
3593,jeep,grand cherokee laredo,2020-01-01,suv,4x4,gasolina,automatica,cuero,sting grey,37000,,45000
3594,hyundai,tucson,2010-01-01,suv,4x2,gasolina,automatica,tela,plateado,215000,,4500
3595,mazda,cx-9,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,94918,,12000
3596,ford,ford edge sel,2013-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,108000,,7900
3597,mazda,cx-5,2020-01-01,coupe,4x4,gasolina,automatica,tela,negro,29000,,20000
3598,jeep,wrangler,2024-01-01,suv,4x4,gasolina,automatica,tela,gris,14000,,59995
3599,audi,q3,2016-01-01,suv,4x2,gasolina,automatica,cuero,gris,128000,,8999
3600,land rover,range rover evoque,2012-01-01,suv,4x2,gasolina,automatica,cuero,roja,110000,,11600
3601,hyundai,tucson,2022-01-01,suv,4x2,gasolina,automatica,tela,chocolate,69900,,20899
3602,volkswagen,tiguan,2020-01-01,suv,4x2,gasolina,automatica,tela,gris plata,50000,,16499
3603,kia,rio,2023-01-01,sedan,4x2,gasolina,automatica,tela,blanco,58000,,13599
3604,toyota,4runner,2004-01-01,suv,4x4,gasolina,automatica,cuero,negro,250000,,9000
3605,audi,q5,2015-01-01,suv,4x4,gasolina,automatica,cuero,blanco,74,,13000
3606,nissan,kicks,2018-01-01,suv,4x2,gasolina,automatica,cuero,azul,71000,,15000
3607,subaru,wrx,2018-01-01,sedan,4x4,gasolina,manual,tela,blanco,65000,,19000
3608,toyota,prado txl,2014-01-01,suv,4x4,gasolina,automatica,tela,gris,140000,,24900
3609,mitsubishi,outlander sport,2015-01-01,suv,4x4,gasolina,automatica,cuero,rojo,68750,,13900
3610,mitsubishi,montero sport,2017-01-01,suv,4x4,diesel,automatica,cuero,negro,129000,,26900
3611,chevrolet,equinox ev,2020-01-01,suv,4x2,gasolina,automatica,5,gris,15000,,15900
3612,ford,ranger wildtrak,2019-01-01,pickup,4x4,diesel,automatica,cuero,blanco,2900,,36900
3613,ford,mustang,2015-01-01,coupe,4x2,gasolina,manual,cuero,negro,67000,,22400
3614,maserati,levante s,2022-01-01,suv,4x4,gasolina,automatica,cuero,grigio,14430,,86250
3615,toyota,hilux,2019-01-01,pickup,4x4,diesel,automatica,tela,gris,83000,,34995
3616,ford,f-150 raptor,2014-01-01,pickup,4x4,gasolina,automatica,cuero,negro,74000,,33500
3617,ford,f150 lariat,2017-01-01,pickup,4x4,gasolina,automatica,cuero,gris,98000,,33000
3618,bmw,640,2013-01-01,sedan,4x2,gasolina,automatica,cuero,negro,100000,,9700
3619,kia,rio,2014-01-01,hatchback,4x2,gasolina,automatica,tela,azul,80500,,7000
3620,hyundai,eon,2014-01-01,hatchback,4x2,gasolina,manual,cuero,azul electrico,139000,,3200
3621,toyota,yaris s,2020-01-01,hatchback,4x2,gasolina,automatica,tela,blanco perla,101244,,11000
3622,acura,mdx,2022-01-01,suv,4x2,gasolina,automatica,cuero,gris,33000,,49995
3623,hyundai,tucson,2016-01-01,suv,4x2,gasolina,automatica,tela,plateado,114203,,10900
3624,mitsubishi,asx,2013-01-01,suv,4x4,gasolina,automatica,tela,negro,152000,,7700
3625,suzuki,vitara,2015-01-01,suv,4x2,gasolina,automatica,tela,blanco,119000,,8540
3626,ford,figo,2020-01-01,sedan,4x2,gasolina,automatica,tela,negro,53000,,6800
3627,nissan,x-trail,2021-01-01,suv,4x4,gasolina,automatica,cuero,naranja,80000,,23500
3628,acura,,2019-01-01,suv,4x4,gasolina,automatica,cuero rojo con negro,blanco,68000,,33550
3629,audi,q3 sportback,2014-01-01,suv,4x2,gasolina,automatica,cuero,blanco,107821,,8500
3630,ford,ranger xl,2016-01-01,pickup,4x4,diesel,manual,tela,black,170000,,14750
3631,ford,bronco sport,2023-01-01,suv,4x4,gasolina,automatica,tela,nardo gray,19000,,44995
3632,toyota,corolla se,2022-01-01,sedan,4x2,gasolina,automatica,tela,negro,35,,24995
3633,mahindra,pick up 2.5,2016-01-01,pickup,4x4,diesel,manual,tela,blanco,57640,,10500
3634,honda,crv,2019-01-01,suv,4x4,gasolina,automatica,asientos de tela,negro,115000,,19990
3635,hyundai,creta,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,87500,,9250
3636,geely,coolray,2023-01-01,suv,4x2,gasolina,automatica,cuero,gris,27000,,18700
3637,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,20000
3638,peugeot,301,2015-01-01,sedan,4x2,gasolina,automatica,cuero,blanco,122000,,6500
3639,acura,ilx,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,45000,,13450
3640,toyota,rav 4,2017-01-01,suv,4x2,gasolina,automatica,tela,gris raton,49000,,20000
3641,isuzu,isuzu,1993-01-01,pickup,4x2,gasolina,manual,tela,negro,0,,4500
3642,volkswagen,tiguan,2013-01-01,suv,4x2,gasolina,automatica,cuero,negro,85776,,6500
3643,chevrolet,traverse,2022-01-01,suv,4x2,gasolina,automatica,cuero,gris,37000,,43000
3644,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,71000,,7500
3645,jeep,grand cherokee laredo,2020-01-01,suv,4x4,gasolina,automatica,cuero,sting grey,37000,,45000
3646,hyundai,tucson,2010-01-01,suv,4x2,gasolina,automatica,tela,plateado,215000,,4500
3647,mazda,cx-9,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,94918,,12000
3648,ford,ford edge sel,2013-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,108000,,7900
3649,mazda,cx-5,2020-01-01,coupe,4x4,gasolina,automatica,tela,negro,29000,,20000
3650,jeep,wrangler,2024-01-01,suv,4x4,gasolina,automatica,tela,gris,14000,,59995
3651,audi,q3,2016-01-01,suv,4x2,gasolina,automatica,cuero,gris,128000,,8999
3652,land rover,range rover evoque,2012-01-01,suv,4x2,gasolina,automatica,cuero,roja,110000,,11600
3653,hyundai,tucson,2022-01-01,suv,4x2,gasolina,automatica,tela,chocolate,69900,,20899
3654,volkswagen,tiguan,2020-01-01,suv,4x2,gasolina,automatica,tela,gris plata,50000,,16499
3655,kia,rio,2023-01-01,sedan,4x2,gasolina,automatica,tela,blanco,58000,,13599
3656,toyota,4runner,2004-01-01,suv,4x4,gasolina,automatica,cuero,negro,250000,,9000
3657,audi,q5,2015-01-01,suv,4x4,gasolina,automatica,cuero,blanco,74,,13000
3658,nissan,kicks,2018-01-01,suv,4x2,gasolina,automatica,cuero,azul,71000,,15000
3659,subaru,wrx,2018-01-01,sedan,4x4,gasolina,manual,tela,blanco,65000,,19000
3660,toyota,prado txl,2014-01-01,suv,4x4,gasolina,automatica,tela,gris,140000,,24900
3661,mitsubishi,outlander sport,2015-01-01,suv,4x4,gasolina,automatica,cuero,rojo,68750,,13900
3662,mitsubishi,montero sport,2017-01-01,suv,4x4,diesel,automatica,cuero,negro,129000,,26900
3663,chevrolet,equinox ev,2020-01-01,suv,4x2,gasolina,automatica,5,gris,15000,,15900
3664,ford,ranger wildtrak,2019-01-01,pickup,4x4,diesel,automatica,cuero,blanco,2900,,36900
3665,ford,mustang,2015-01-01,coupe,4x2,gasolina,manual,cuero,negro,67000,,22400
3666,hyundai,eon,2017-01-01,hatchback,4x2,gasolina,manual,cuerina,azul,84000,,3500
3667,maserati,levante s,2022-01-01,suv,4x4,gasolina,automatica,cuero,grigio,14430,,86250
3668,toyota,hilux,2019-01-01,pickup,4x4,diesel,automatica,tela,gris,83000,,34995
3669,ford,f-150 raptor,2014-01-01,pickup,4x4,gasolina,automatica,cuero,negro,74000,,33500
3670,ford,f150 lariat,2017-01-01,pickup,4x4,gasolina,automatica,cuero,gris,98000,,33000
3671,bmw,640,2013-01-01,sedan,4x2,gasolina,automatica,cuero,negro,100000,,9700
3672,kia,rio,2014-01-01,hatchback,4x2,gasolina,automatica,tela,azul,80500,,7000
3673,hyundai,eon,2014-01-01,hatchback,4x2,gasolina,manual,cuero,azul electrico,139000,,3200
3674,toyota,yaris s,2020-01-01,hatchback,4x2,gasolina,automatica,tela,blanco perla,101244,,11000
3675,acura,mdx,2022-01-01,suv,4x2,gasolina,automatica,cuero,gris,33000,,49995
3676,hyundai,tucson,2016-01-01,suv,4x2,gasolina,automatica,tela,plateado,114203,,10900
3677,mitsubishi,asx,2013-01-01,suv,4x4,gasolina,automatica,tela,negro,152000,,7700
3678,suzuki,vitara,2015-01-01,suv,4x2,gasolina,automatica,tela,blanco,119000,,8540
3679,ford,figo,2020-01-01,sedan,4x2,gasolina,automatica,tela,negro,53000,,6800
3680,nissan,x-trail,2021-01-01,suv,4x4,gasolina,automatica,cuero,naranja,80000,,23500
3681,acura,,2019-01-01,suv,4x4,gasolina,automatica,cuero rojo con negro,blanco,68000,,33550
3682,audi,q3 sportback,2014-01-01,suv,4x2,gasolina,automatica,cuero,blanco,107821,,8500
3683,ford,ranger xl,2016-01-01,pickup,4x4,diesel,manual,tela,black,170000,,14750
3684,ford,bronco sport,2023-01-01,suv,4x4,gasolina,automatica,tela,nardo gray,19000,,44995
3685,toyota,corolla se,2022-01-01,sedan,4x2,gasolina,automatica,tela,negro,35,,24995
3686,mahindra,pick up 2.5,2016-01-01,pickup,4x4,diesel,manual,tela,blanco,57640,,10500
3687,honda,crv,2019-01-01,suv,4x4,gasolina,automatica,asientos de tela,negro,115000,,19990
3688,hyundai,creta,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,87500,,9250
3689,geely,coolray,2023-01-01,suv,4x2,gasolina,automatica,cuero,gris,27000,,18700
3690,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,20000
3691,peugeot,301,2015-01-01,sedan,4x2,gasolina,automatica,cuero,blanco,122000,,6500
3692,acura,ilx,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,45000,,13450
3693,toyota,rav 4,2017-01-01,suv,4x2,gasolina,automatica,tela,gris raton,49000,,20000
3694,isuzu,isuzu,1993-01-01,pickup,4x2,gasolina,manual,tela,negro,0,,4500
3695,volkswagen,tiguan,2013-01-01,suv,4x2,gasolina,automatica,cuero,negro,85776,,6500
3696,chevrolet,traverse,2022-01-01,suv,4x2,gasolina,automatica,cuero,gris,37000,,43000
3697,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,71000,,7500
3698,jeep,grand cherokee laredo,2020-01-01,suv,4x4,gasolina,automatica,cuero,sting grey,37000,,45000
3699,hyundai,tucson,2010-01-01,suv,4x2,gasolina,automatica,tela,plateado,215000,,4500
3700,mazda,cx-9,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,94918,,12000
3701,ford,ford edge sel,2013-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,108000,,7900
3702,mazda,cx-5,2020-01-01,coupe,4x4,gasolina,automatica,tela,negro,29000,,20000
3703,jeep,wrangler,2024-01-01,suv,4x4,gasolina,automatica,tela,gris,14000,,59995
3704,audi,q3,2016-01-01,suv,4x2,gasolina,automatica,cuero,gris,128000,,8999
3705,land rover,range rover evoque,2012-01-01,suv,4x2,gasolina,automatica,cuero,roja,110000,,11600
3706,hyundai,tucson,2022-01-01,suv,4x2,gasolina,automatica,tela,chocolate,69900,,20899
3707,volkswagen,tiguan,2020-01-01,suv,4x2,gasolina,automatica,tela,gris plata,50000,,16499
3708,kia,rio,2023-01-01,sedan,4x2,gasolina,automatica,tela,blanco,58000,,13599
3709,toyota,4runner,2004-01-01,suv,4x4,gasolina,automatica,cuero,negro,250000,,9000
3710,audi,q5,2015-01-01,suv,4x4,gasolina,automatica,cuero,blanco,74,,13000
3711,nissan,kicks,2018-01-01,suv,4x2,gasolina,automatica,cuero,azul,71000,,15000
3712,subaru,wrx,2018-01-01,sedan,4x4,gasolina,manual,tela,blanco,65000,,19000
3713,toyota,prado txl,2014-01-01,suv,4x4,gasolina,automatica,tela,gris,140000,,24900
3714,mitsubishi,outlander sport,2015-01-01,suv,4x4,gasolina,automatica,cuero,rojo,68750,,13900
3715,mitsubishi,montero sport,2017-01-01,suv,4x4,diesel,automatica,cuero,negro,129000,,26900
3716,chevrolet,equinox ev,2020-01-01,suv,4x2,gasolina,automatica,5,gris,15000,,15900
3717,ford,ranger wildtrak,2019-01-01,pickup,4x4,diesel,automatica,cuero,blanco,2900,,36900
3718,ford,mustang,2015-01-01,coupe,4x2,gasolina,manual,cuero,negro,67000,,22400
3719,hyundai,eon,2017-01-01,hatchback,4x2,gasolina,manual,cuerina,azul,84000,,3500
3720,dodge,ram 1500,2015-01-01,pickup,4x4,gasolina,automatica,cuero,blanco,135800,,18500
3721,maserati,levante s,2022-01-01,suv,4x4,gasolina,automatica,cuero,grigio,14430,,86250
3722,toyota,hilux,2019-01-01,pickup,4x4,diesel,automatica,tela,gris,83000,,34995
3723,ford,f-150 raptor,2014-01-01,pickup,4x4,gasolina,automatica,cuero,negro,74000,,33500
3724,ford,f150 lariat,2017-01-01,pickup,4x4,gasolina,automatica,cuero,gris,98000,,33000
3725,bmw,640,2013-01-01,sedan,4x2,gasolina,automatica,cuero,negro,100000,,9700
3726,kia,rio,2014-01-01,hatchback,4x2,gasolina,automatica,tela,azul,80500,,7000
3727,hyundai,eon,2014-01-01,hatchback,4x2,gasolina,manual,cuero,azul electrico,139000,,3200
3728,toyota,yaris s,2020-01-01,hatchback,4x2,gasolina,automatica,tela,blanco perla,101244,,11000
3729,acura,mdx,2022-01-01,suv,4x2,gasolina,automatica,cuero,gris,33000,,49995
3730,hyundai,tucson,2016-01-01,suv,4x2,gasolina,automatica,tela,plateado,114203,,10900
3731,mitsubishi,asx,2013-01-01,suv,4x4,gasolina,automatica,tela,negro,152000,,7700
3732,suzuki,vitara,2015-01-01,suv,4x2,gasolina,automatica,tela,blanco,119000,,8540
3733,ford,figo,2020-01-01,sedan,4x2,gasolina,automatica,tela,negro,53000,,6800
3734,nissan,x-trail,2021-01-01,suv,4x4,gasolina,automatica,cuero,naranja,80000,,23500
3735,acura,,2019-01-01,suv,4x4,gasolina,automatica,cuero rojo con negro,blanco,68000,,33550
3736,audi,q3 sportback,2014-01-01,suv,4x2,gasolina,automatica,cuero,blanco,107821,,8500
3737,ford,ranger xl,2016-01-01,pickup,4x4,diesel,manual,tela,black,170000,,14750
3738,ford,bronco sport,2023-01-01,suv,4x4,gasolina,automatica,tela,nardo gray,19000,,44995
3739,toyota,corolla se,2022-01-01,sedan,4x2,gasolina,automatica,tela,negro,35,,24995
3740,mahindra,pick up 2.5,2016-01-01,pickup,4x4,diesel,manual,tela,blanco,57640,,10500
3741,honda,crv,2019-01-01,suv,4x4,gasolina,automatica,asientos de tela,negro,115000,,19990
3742,hyundai,creta,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,87500,,9250
3743,geely,coolray,2023-01-01,suv,4x2,gasolina,automatica,cuero,gris,27000,,18700
3744,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,20000
3745,peugeot,301,2015-01-01,sedan,4x2,gasolina,automatica,cuero,blanco,122000,,6500
3746,acura,ilx,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,45000,,13450
3747,toyota,rav 4,2017-01-01,suv,4x2,gasolina,automatica,tela,gris raton,49000,,20000
3748,isuzu,isuzu,1993-01-01,pickup,4x2,gasolina,manual,tela,negro,0,,4500
3749,volkswagen,tiguan,2013-01-01,suv,4x2,gasolina,automatica,cuero,negro,85776,,6500
3750,chevrolet,traverse,2022-01-01,suv,4x2,gasolina,automatica,cuero,gris,37000,,43000
3751,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,71000,,7500
3752,jeep,grand cherokee laredo,2020-01-01,suv,4x4,gasolina,automatica,cuero,sting grey,37000,,45000
3753,hyundai,tucson,2010-01-01,suv,4x2,gasolina,automatica,tela,plateado,215000,,4500
3754,mazda,cx-9,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,94918,,12000
3755,ford,ford edge sel,2013-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,108000,,7900
3756,mazda,cx-5,2020-01-01,coupe,4x4,gasolina,automatica,tela,negro,29000,,20000
3757,jeep,wrangler,2024-01-01,suv,4x4,gasolina,automatica,tela,gris,14000,,59995
3758,audi,q3,2016-01-01,suv,4x2,gasolina,automatica,cuero,gris,128000,,8999
3759,land rover,range rover evoque,2012-01-01,suv,4x2,gasolina,automatica,cuero,roja,110000,,11600
3760,hyundai,tucson,2022-01-01,suv,4x2,gasolina,automatica,tela,chocolate,69900,,20899
3761,volkswagen,tiguan,2020-01-01,suv,4x2,gasolina,automatica,tela,gris plata,50000,,16499
3762,kia,rio,2023-01-01,sedan,4x2,gasolina,automatica,tela,blanco,58000,,13599
3763,toyota,4runner,2004-01-01,suv,4x4,gasolina,automatica,cuero,negro,250000,,9000
3764,audi,q5,2015-01-01,suv,4x4,gasolina,automatica,cuero,blanco,74,,13000
3765,nissan,kicks,2018-01-01,suv,4x2,gasolina,automatica,cuero,azul,71000,,15000
3766,subaru,wrx,2018-01-01,sedan,4x4,gasolina,manual,tela,blanco,65000,,19000
3767,toyota,prado txl,2014-01-01,suv,4x4,gasolina,automatica,tela,gris,140000,,24900
3768,mitsubishi,outlander sport,2015-01-01,suv,4x4,gasolina,automatica,cuero,rojo,68750,,13900
